0,65,8450,0,3,0,0,1,2003,3,1,208500
0,80,9600,0,3,0,0,0,1976,3,1,181500
0,68,11250,0,3,1,0,1,2001,3,1,223500
0,60,9550,0,3,1,0,1,1915,3,1,140000
0,84,14260,0,3,1,0,1,2000,4,1,250000
0,85,14115,0,3,1,0,2,1993,1,1,143000
0,75,10084,0,3,0,0,0,2004,3,1,307000
0,0,10382,0,3,1,0,1,1973,3,1,200000
1,51,6120,0,3,0,0,2,1931,2,2,129900
0,50,7420,0,3,0,0,3,1939,2,2,118000
0,70,11200,0,3,0,0,0,1965,3,1,129500
0,85,11924,0,3,1,0,1,2005,4,1,345000
0,0,12968,0,3,2,0,0,1962,2,1,144000
0,91,10652,0,3,1,0,0,2006,3,1,279500
0,0,10920,0,3,1,0,0,1960,2,1,157000
1,51,6120,0,3,0,0,3,1929,2,1,132000
0,0,11241,0,3,1,0,0,1970,2,1,149000
0,72,10791,0,3,0,0,0,1967,2,2,90000
0,66,13695,0,3,0,0,0,2004,3,1,159000
0,70,7560,0,3,0,0,0,1958,3,1,139000
0,101,14215,0,3,1,0,1,2005,4,1,325300
1,57,7449,0,1,0,0,3,1930,3,1,139400
0,75,9742,0,3,0,0,0,2002,3,1,230000
1,44,4224,0,3,0,0,0,1976,3,1,129900
0,0,8246,0,3,1,0,0,1968,3,1,154000
0,110,14230,0,3,0,0,0,2007,3,1,256300
0,60,7200,0,3,0,0,0,1951,3,1,134800
0,98,11478,0,3,0,0,0,2007,3,1,306000
0,47,16321,0,3,1,0,0,1957,2,1,207500
1,60,6324,0,3,1,0,0,1927,1,1,68500
2,50,8500,0,3,0,0,1,1920,3,1,40000
0,0,8544,0,3,1,0,0,1966,3,1,149350
0,85,11049,0,3,0,0,0,2007,3,1,179900
0,70,10552,0,3,1,0,0,1959,4,1,165500
0,60,7313,0,3,0,0,0,2005,2,1,277500
0,108,13418,0,3,0,0,1,2004,4,1,309000
0,112,10859,0,3,0,0,0,1994,3,1,145000
0,74,8532,0,3,0,0,0,1954,3,1,153000
0,68,7922,0,3,0,0,0,1953,3,1,109000
0,65,6040,0,3,0,0,0,1955,2,2,82000
0,84,8658,0,3,0,0,0,1965,3,1,160000
0,115,16905,0,3,0,0,0,1959,2,1,170000
0,0,9180,0,3,1,0,4,1983,2,1,144000
0,0,9200,0,3,1,0,0,1975,3,1,130250
0,70,7945,0,3,0,0,0,1959,3,1,141000
0,61,7658,0,3,0,0,0,2005,2,1,319900
0,48,12822,0,3,1,0,2,2003,1,1,239686
3,84,11096,0,3,0,0,0,2006,3,1,249700
1,33,4456,0,3,0,0,1,1920,2,3,113000
0,66,7742,0,3,0,0,0,1966,3,1,127000
0,0,13869,0,3,2,0,1,1997,3,1,177000
1,52,6240,0,3,0,0,2,1934,3,1,114500
1,110,8472,1,3,2,0,0,1963,2,1,110000
0,68,50271,0,3,1,0,0,1981,0,1,385000
0,60,7134,0,3,0,0,5,1955,3,1,130000
0,100,10175,0,3,1,0,0,1964,3,1,180500
3,24,2645,0,3,0,0,1,1999,3,1,172500
0,89,11645,0,3,1,0,1,2004,3,1,196500
0,66,13682,0,3,2,0,1,2006,3,1,438780
0,60,7200,0,3,0,0,0,1972,2,1,124900
0,63,13072,0,3,0,0,0,2004,3,1,158000
1,60,7200,0,3,0,0,6,1920,3,1,101000
0,44,6442,0,3,1,0,0,2006,2,1,202500
1,50,10300,0,3,1,0,1,1921,3,1,140000
0,0,9375,0,3,0,0,1,1997,3,1,219500
0,76,9591,0,3,0,0,1,2004,4,1,317000
0,0,19900,0,3,0,0,0,1970,3,1,180000
0,72,10665,0,3,1,0,0,2003,3,1,226000
1,47,4608,0,3,0,0,0,1945,2,1,80000
0,81,15593,0,3,0,0,2,1953,3,1,225000
0,95,13651,0,3,1,0,0,1973,3,1,244000
0,69,7599,0,3,0,0,0,1982,2,1,129500
0,74,10141,0,3,1,0,1,1998,3,1,185000
0,85,10200,0,3,0,0,0,1954,3,1,144900
1,60,5790,0,3,0,0,1,1915,3,2,107400
1,21,1596,0,3,0,0,5,1973,2,1,91000
0,0,8475,0,3,1,0,0,1956,2,1,135750
1,50,8635,0,3,0,0,2,1948,2,1,127000
0,72,10778,0,3,0,0,0,1968,4,2,136500
1,60,10440,0,3,0,0,1,1910,2,1,110000
0,100,13000,0,3,0,0,1,1968,4,1,193500
1,32,4500,0,3,0,0,0,1998,2,1,153500
0,78,10206,0,3,0,0,0,2007,3,1,245000
0,80,8892,0,3,1,0,0,1960,3,1,126500
0,0,8530,0,3,1,0,5,1995,3,1,168500
0,121,16059,0,3,0,0,1,1991,4,1,260000
0,122,11911,0,3,2,0,1,2005,3,1,174000
3,40,3951,0,3,0,0,1,2009,2,1,164500
2,105,8470,0,3,1,0,2,1915,2,1,85000
0,60,8070,0,3,0,0,0,1994,3,1,123600
0,60,7200,0,3,0,0,0,1950,2,1,109900
0,85,8500,0,3,0,0,0,1961,2,1,98600
0,80,13360,0,1,1,0,0,1921,2,1,163500
2,60,7200,0,3,0,0,6,1910,4,2,133900
0,69,9337,0,3,1,0,1,1997,3,1,204750
0,0,9765,0,3,2,0,1,1993,3,1,185000
0,78,10264,0,3,1,0,0,1999,3,1,214000
0,73,10921,0,3,0,0,0,1965,3,1,94750
0,85,10625,0,3,0,0,0,1920,2,1,83000
0,77,9320,0,3,1,0,0,1959,3,1,128950
0,0,10603,0,3,1,0,0,1977,3,1,205000
0,77,9206,0,3,0,0,1,1985,3,1,178000
0,64,7018,0,3,0,0,0,1979,4,2,118964
0,94,10402,0,3,1,0,0,2009,3,1,198900
1,0,7758,0,3,0,0,2,1931,4,1,169500
3,75,9375,0,3,0,0,1,2003,3,1,250000
1,60,10800,0,1,0,0,0,1885,2,1,100000
1,50,6000,0,3,0,0,0,1948,2,1,115000
1,85,8500,0,3,0,0,2,1919,3,1,115000
0,105,11751,0,3,1,0,0,1977,3,1,190000
0,75,9525,0,3,0,0,2,1954,4,1,136900
0,0,7750,0,3,1,0,5,2000,3,1,180000
0,77,9965,0,3,0,0,1,2007,4,1,383970
0,0,21000,0,3,0,0,0,1953,3,1,217000
0,61,7259,0,3,1,0,1,1945,3,1,259500
3,34,3230,0,0,0,0,1,1999,2,1,176000
0,0,11616,0,3,0,0,0,1962,3,1,139000
0,74,8536,0,3,0,0,0,2006,2,1,155000
0,90,12376,0,3,0,0,1,1990,5,1,320000
0,65,8461,0,3,0,0,1,2005,3,1,163990
0,0,21453,0,3,1,0,5,1969,1,1,180000
1,50,6060,0,3,0,0,2,1939,3,1,100000
0,75,9464,0,3,0,0,0,1958,3,1,136000
0,55,7892,0,3,0,0,0,1993,2,1,153900
0,48,17043,0,3,1,0,0,1979,3,1,181000
1,60,6780,0,3,0,0,2,1935,2,1,84500
0,0,4928,0,3,1,0,0,1976,2,1,128000
1,55,4388,0,3,1,0,3,1930,3,1,87000
0,69,7590,0,3,0,0,1,1966,3,1,155000
0,69,8973,0,3,0,0,0,1958,3,1,150000
0,88,14200,0,3,0,0,1,1966,4,1,226000
0,0,12224,0,3,1,0,1,2000,3,1,244000
0,75,7388,0,3,0,0,0,1959,3,1,150750
0,0,6853,0,3,1,0,0,2001,2,1,220000
0,78,10335,0,3,1,0,0,1968,3,1,180000
0,80,10400,0,3,0,0,0,1970,3,1,174000
0,0,10355,0,3,1,0,0,1967,3,1,143000
0,82,11070,0,3,0,0,0,1988,5,2,171000
0,73,9066,0,3,1,0,1,1999,3,1,230000
0,65,15426,0,3,1,0,1,1997,3,1,231500
0,70,10500,0,3,0,0,0,1971,3,1,115000
0,78,11645,0,3,0,0,0,2005,3,1,260000
0,71,8520,0,3,0,0,2,1952,4,1,166000
0,78,10335,0,3,1,0,0,1999,3,1,204000
1,70,9100,0,3,0,0,0,1963,6,2,125000
1,24,2522,0,3,0,0,1,2004,3,1,130000
1,51,6120,0,3,0,0,0,1931,2,1,105000
0,0,9505,0,3,1,0,1,2001,3,1,222500
0,63,7500,0,3,0,0,0,2004,3,1,141000
1,0,6240,0,3,0,0,2,1936,3,1,115000
0,120,10356,0,3,0,0,0,1975,3,1,122000
0,107,13891,0,3,0,0,0,2007,2,1,372402
0,0,14803,0,3,1,0,1,1971,4,1,190000
0,0,13500,0,3,0,0,0,1960,1,1,235000
1,84,11340,0,3,0,0,0,1923,4,1,125000
0,60,9600,0,3,0,0,2,1924,2,1,79000
0,60,7200,0,3,0,0,0,1950,2,1,109500
0,92,12003,0,3,0,0,1,2009,4,1,269500
3,100,12552,0,3,0,0,1,2004,3,1,254900
0,134,19378,0,3,1,0,1,2005,4,1,320000
0,0,11120,0,3,1,0,0,1984,3,1,162500
0,110,13688,0,3,1,0,1,2003,3,1,412500
0,95,12182,0,3,0,0,0,2005,3,1,220000
0,55,5500,0,3,0,0,3,1956,1,1,103200
1,40,5400,0,0,0,0,0,1926,3,1,152000
0,62,10106,0,3,0,0,2,1940,4,2,127500
0,0,10708,0,3,1,0,0,1955,2,1,190000
0,86,10562,0,3,0,0,1,2007,3,1,325624
0,62,8244,0,3,1,0,1,2004,3,1,183500
0,0,16669,0,3,1,0,0,1981,2,1,228000
1,0,12358,0,3,1,0,2,1941,2,1,128500
0,141,31770,0,3,1,0,0,1960,3,1,215000
0,44,5306,0,3,1,0,1,1987,2,1,239000
0,80,10197,0,3,1,0,0,1961,3,1,163000
0,47,12416,0,3,1,0,0,1986,3,1,184000
0,84,12615,0,3,0,0,0,1950,4,1,243000
0,97,10029,0,3,1,0,1,1988,4,1,211000
0,0,13650,0,3,0,0,2,1958,4,1,172500
0,63,17423,0,3,1,0,0,2008,1,1,501837
1,60,8520,0,3,0,0,0,1923,2,1,100000
3,0,2117,0,3,0,0,1,2000,3,1,177000
0,54,7588,0,3,0,0,1,1920,4,1,200100
0,60,9060,0,3,0,0,0,1957,3,1,120000
1,63,11426,0,3,0,0,2,2003,3,1,200000
0,92,7438,0,3,1,0,2,1908,3,1,127000
1,90,22950,0,3,2,0,7,1892,4,1,475000
0,0,9947,0,3,1,0,5,1990,3,1,173000
0,60,10410,0,3,0,0,2,1916,3,1,135000
0,64,7018,0,3,0,0,4,1979,2,2,153337
0,41,4923,0,3,0,0,0,2001,0,1,286000
0,70,10570,0,3,0,0,1,1932,3,1,315000
0,0,7472,0,3,1,0,1,1972,4,1,184000
0,68,9017,0,3,1,0,0,1999,3,1,192000
1,24,2522,0,3,0,0,1,2004,3,1,130000
0,60,7180,0,3,1,0,0,1972,3,1,127000
0,24,2280,0,3,0,0,1,1976,3,1,148500
0,79,9416,0,3,0,0,0,2007,3,1,311872
0,174,25419,0,3,0,0,1,1918,4,1,235000
1,92,5520,0,3,0,0,7,1912,5,1,104000
0,76,9591,0,3,0,0,0,2004,3,1,274900
1,80,8546,0,3,0,0,0,2003,2,1,140000
0,75,10125,0,3,0,0,0,1977,3,1,171500
0,50,7000,0,3,0,0,2,1924,2,1,112000
1,0,4438,0,3,0,0,0,2004,1,1,149000
1,50,3500,0,1,0,0,2,1947,2,1,110000
0,99,11851,0,3,0,0,0,1990,3,1,180500
0,40,13673,0,3,1,0,0,1962,3,1,143900
0,0,12493,0,3,1,0,0,1960,3,1,141000
0,0,14364,0,3,1,0,1,1988,3,1,277000
0,75,8250,0,3,0,0,0,1964,3,1,145000
0,67,5604,0,3,0,0,0,1925,2,1,98000
0,83,10420,0,3,0,0,0,2009,3,1,186000
3,72,8640,0,3,0,0,1,2009,3,1,252678
0,43,13568,0,3,2,0,0,1995,3,1,156000
0,0,10900,0,3,1,0,1,1977,3,1,161750
0,72,10011,0,3,1,0,0,1957,2,1,134450
0,65,8450,0,3,0,0,0,2004,3,1,210000
1,57,9906,0,3,0,0,1,1925,3,1,107000
0,0,15660,0,3,1,0,2,1939,3,1,311500
0,43,3010,0,3,0,0,0,2005,2,1,167240
0,73,8990,0,3,1,0,0,2006,2,1,204900
0,0,8068,0,3,1,0,1,2002,4,1,200000
0,85,11475,0,3,0,0,1,1975,3,1,179900
0,70,10500,0,3,0,0,0,1971,2,1,97000
0,103,13472,0,3,0,0,0,2003,3,1,386250
1,21,1680,0,3,0,0,1,1971,3,1,112000
0,82,9950,0,3,1,0,1,1995,4,1,290000
1,21,1869,0,3,0,0,1,1970,2,1,106000
0,70,8521,0,3,0,0,0,1967,3,1,125000
0,43,3182,0,3,0,0,0,2005,2,1,192500
0,73,8760,0,3,0,0,0,1959,3,1,148000
0,174,15138,0,3,1,0,1,1995,4,1,403000
1,21,1680,0,3,0,0,1,1972,2,1,94500
0,75,10650,0,3,0,0,0,1976,3,1,128200
0,0,7851,0,3,0,0,1,2002,4,1,216500
1,21,1680,0,3,0,0,1,1971,2,1,89500
0,65,8773,0,3,0,0,0,2004,3,1,185500
0,0,9453,0,3,1,0,1,1993,3,1,194500
0,93,12030,0,3,0,0,0,2007,3,1,318000
0,52,8741,0,3,0,0,2,1945,3,1,113000
3,75,9000,0,3,0,0,0,2008,3,1,262500
1,40,3880,0,3,0,0,0,1945,2,1,110500
1,63,5000,0,3,0,0,2,1900,3,1,79000
0,75,10762,0,3,0,0,1,1980,3,1,120000
0,0,8880,0,3,1,0,1,1994,3,1,205000
0,80,10400,0,3,0,0,0,1988,3,1,241500
1,69,9142,0,1,0,0,1,1910,4,2,137000
0,75,11310,0,3,0,0,0,1954,2,1,140000
0,72,11317,0,3,0,0,1,2003,3,1,180000
0,0,159000,0,3,2,0,2,1958,4,1,277000
0,55,5350,0,3,1,0,0,1940,3,1,76500
1,44,4750,0,3,1,0,0,2006,2,1,235000
0,65,8366,0,3,1,0,1,2004,3,1,173000
0,85,9350,0,3,0,0,5,1964,3,1,158000
0,70,8400,0,3,0,0,0,1957,3,1,145000
0,66,8738,0,3,1,0,1,1999,4,1,230000
3,64,8791,0,3,1,0,1,2003,3,1,207500
0,68,8814,0,3,0,0,0,2006,3,1,220000
0,80,12435,0,3,0,0,1,2001,3,1,231500
1,70,12702,0,3,0,0,0,1956,2,1,97000
0,120,19296,0,3,0,0,5,1962,3,1,176000
0,69,9588,0,3,1,0,1,2007,3,1,276000
0,88,8471,0,3,1,0,5,1977,3,1,151000
1,50,5500,0,3,0,0,2,1929,3,1,130000
1,30,5232,0,1,3,0,0,1925,2,1,73000
0,78,12090,0,3,1,0,0,1981,3,1,175500
0,70,11207,0,3,1,0,1,1997,3,1,185000
0,60,8400,0,3,0,0,7,1939,4,1,179500
1,71,6900,0,3,0,0,0,1940,2,1,120500
0,0,7917,0,3,1,0,0,1976,3,1,148000
3,84,10728,0,3,0,0,1,2006,3,1,266000
0,73,39104,0,3,1,0,0,1954,2,1,241500
0,92,11764,0,3,1,0,1,1999,4,1,290000
0,80,9600,0,3,0,0,0,1958,3,1,139000
0,76,8314,0,3,0,0,0,1982,2,1,124500
0,55,7264,0,3,0,0,2,1925,3,1,205000
0,129,9196,0,3,1,0,0,2003,3,1,201000
0,140,19138,0,3,0,0,0,1951,2,1,141000
0,107,14450,0,3,0,0,0,2006,3,1,415298
0,83,10005,0,3,0,0,1,1977,4,1,192000
0,82,11287,0,3,0,0,1,1989,3,1,228500
3,60,7200,0,0,0,0,0,2006,2,1,185000
0,34,5063,0,3,0,0,0,2007,2,1,207500
0,74,9612,0,3,0,0,0,2008,3,1,244600
0,50,8012,0,3,0,0,0,1992,2,1,179200
3,35,4251,0,0,1,0,1,2006,2,1,164700
0,77,9786,0,3,1,0,2,1962,3,1,159000
0,0,8125,0,3,1,0,0,1971,3,1,88000
0,0,9819,0,3,1,0,0,1967,3,1,122000
0,60,8730,0,3,0,0,1,1915,3,1,153575
0,120,15611,0,3,0,0,1,2006,3,1,233230
0,55,5687,0,1,0,0,1,1912,6,1,135900
0,60,11409,0,3,0,0,2,1949,3,1,131000
0,0,16659,0,3,1,0,1,1977,3,1,235000
0,80,9600,0,3,0,0,0,1953,3,1,167000
0,37,7937,0,3,1,0,5,1984,3,1,142500
1,75,13710,0,3,0,0,2,1950,4,1,152000
3,66,7399,0,0,1,0,1,1997,3,1,239000
0,90,11700,0,3,0,0,1,1968,3,1,175000
0,80,14000,0,3,0,0,0,1950,3,1,158500
0,90,15750,0,3,0,0,0,1953,2,1,157000
0,66,16226,0,3,3,0,1,1998,4,1,267000
0,118,13704,0,3,1,0,0,2001,3,1,205000
0,70,9800,0,3,0,0,0,1972,3,1,149900
1,87,18386,0,3,0,0,7,1880,3,1,295000
0,80,10386,0,3,0,0,0,2004,3,1,305900
0,116,13474,0,3,0,0,1,1990,4,1,225000
1,0,7920,0,1,1,0,2,1920,3,1,89500
0,0,12342,0,3,1,0,0,1940,1,1,82500
0,90,12378,0,3,1,0,0,2003,3,1,360000
0,0,7685,0,3,1,0,1,1993,3,1,165600
0,50,8000,0,3,0,0,0,1948,2,1,132000
1,65,7800,0,3,0,0,2,1939,3,1,119900
0,150,215245,0,3,3,0,0,1965,3,1,375000
1,60,9600,0,1,0,0,1,1925,3,1,178000
0,71,7795,0,3,1,0,1,2004,3,1,188500
0,94,13005,0,3,1,0,1,1980,4,1,260000
3,75,9000,0,3,0,0,1,2006,3,1,270000
0,90,9900,0,3,0,0,1,1993,4,1,260000
0,0,14115,0,3,0,0,5,1980,3,1,187500
0,111,16259,0,3,0,0,1,2006,4,1,342643
0,99,12099,0,3,1,0,1,2004,4,1,354000
0,86,10380,0,3,1,0,1,1986,4,1,301000
1,49,5820,0,3,0,0,0,1955,3,1,126175
0,96,11275,0,3,0,0,5,1967,5,1,242000
1,50,5000,0,3,0,0,3,1941,2,1,87000
0,32,10846,0,3,1,0,0,1993,1,1,324000
0,80,11600,0,3,0,0,0,1960,3,1,145250
0,0,11888,0,0,1,0,6,1916,5,1,214500
1,60,6402,0,3,0,0,1,1920,3,1,78000
0,0,10624,0,3,1,0,0,1964,6,2,119000
0,70,8176,0,3,0,0,0,1958,3,1,139000
0,85,10655,0,3,1,0,0,2003,3,1,284000
1,59,8198,0,3,0,0,0,2004,2,1,207000
0,59,9042,0,3,1,0,1,1998,3,1,192000
0,0,164660,1,3,1,0,2,1965,3,1,228950
0,86,14157,0,3,1,0,0,2005,3,1,377426
0,70,9135,0,3,0,0,0,2002,3,1,214000
0,91,14145,0,3,0,0,0,1984,3,1,202500
0,66,12400,0,3,1,0,0,1958,3,1,155000
0,85,14191,0,3,0,0,1,2002,4,1,202900
4,60,8400,0,3,0,0,0,1950,2,1,82000
0,0,8544,0,3,0,0,0,1949,2,2,87500
0,63,8849,0,3,1,0,0,2005,2,1,266000
1,36,2592,0,3,0,0,1,1976,3,1,85000
0,65,6435,0,3,0,0,2,1939,3,1,140200
0,0,12772,0,3,1,0,0,1960,2,1,151500
0,0,17600,0,3,1,0,0,1960,3,1,157500
0,36,2448,0,3,0,0,1,2003,2,1,154000
0,56,20431,0,3,2,0,1,2005,4,1,437154
0,68,7820,0,3,1,0,0,2007,2,1,318061
0,0,5271,0,3,1,0,0,1986,2,1,190000
0,60,9084,0,3,0,0,2,1941,3,1,95000
1,60,8520,0,3,0,0,0,1928,2,1,105900
0,60,8400,0,3,0,0,2,1940,2,1,140000
0,105,11249,0,3,2,0,0,1995,3,1,177500
0,0,9248,0,3,1,0,0,1992,3,1,173000
1,44,4224,0,3,0,0,0,1976,3,1,134000
0,92,6930,0,3,1,0,5,1958,3,1,130000
0,78,12011,0,3,1,0,1,1998,3,1,280000
0,0,7540,0,3,1,0,4,1978,2,1,156000
0,0,9144,0,0,0,0,2,1940,3,1,145000
0,64,7301,0,3,0,0,4,2003,4,1,198500
1,21,1680,0,3,0,0,1,1972,2,1,118000
0,0,18800,0,3,1,0,1,1976,3,1,190000
1,59,10690,0,3,0,0,1,1920,3,1,147000
0,0,9500,0,3,1,0,0,1963,3,1,159000
0,101,9150,0,3,1,0,5,1962,3,1,165000
0,78,7800,0,3,0,0,0,1954,2,1,132000
0,0,9830,0,3,1,0,0,1959,3,1,162000
0,0,8121,0,3,1,0,1,2000,3,1,172400
0,80,17120,0,3,0,0,2,1959,4,1,134432
0,50,7175,0,3,0,0,0,1984,2,1,125000
0,79,10634,0,3,0,0,0,1953,3,1,123000
0,65,8200,0,3,0,0,1,2003,4,1,219500
0,0,10020,0,3,1,0,0,1922,1,1,61000
0,57,8846,0,3,1,0,4,1996,2,1,148000
3,102,11143,0,3,1,0,1,2004,4,1,340000
0,88,11394,0,3,0,0,0,2010,1,1,394432
0,60,8123,0,3,1,0,1,2000,3,1,179000
